FID,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_accu,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,lon,lat,dt
2525,Hindustan Times,http://www.hindustantimes.com/india-news/14-people-feared-dead-in-massive-landslide-in-arunachal-pradesh/story-I1ogsSk2zfyvXm2wGlmjWP.html,11168,1499731200000.0,16:00,Large landslide at Laptap village,"Landslide after incessant rains buries 3 dwellings, kills 14","Laptap, Papum Pare, Arunachal Pradesh, India",exact,landslide,continuous_rain,large,natural_slope,14,0, ,http://www.hindustantimes.com/rf/image_size_960x540/HT/p2/2017/07/11/Pictures/_cb57521a-663f-11e7-99b4-5703255acffe.jpg, ,GLC, ,27.20938411,93.61539279,India,IN,Arunachal Pradesh,Dafla Hills,46.87,1499731200000.0,1606348800000,10421217.855572462,3149655.9702464268,2017-07-11
2528,Early Times,http://www.earlytimes.in/newsdet.aspx?q=200507,10819,1491955200000.0,06:00,Fatal rockfal at Samroli,"Rock from rockfall hits moving vehicle, kills driver","Samroli, Udhampur Sub-District, Udhampur, Jammu & Kashmir, India",1km,rock_fall,rain,small,above_road,1,0, , , ,GLC, ,32.99132221,75.19427899,India,IN,Jammu and Kashmir,Udhampur,9.97,1501200000000.0,1606348800000,8370588.847845473,3894152.1881498024,2017-04-12
2531,Dailyhunt,http://m.dailyhunt.in/news/india/english/u4uvoice-epaper-uvoice/landslide+at+jammu+srinagar+national+highway-newsid-66520969,10838,1492214400000.0,15:00,Landslide blocks road at Drabshalla,"Landslide blocks road in both directions, area had experienced similar landslides around a week earlier","Drabshalla, Lass, Jammu & Kashmir, India",1km,landslide,rain,medium,above_road,0,0, , , ,GLC, ,33.17598419,75.81088889,India,IN,Jammu and Kashmir,Shandero,4.63,1501200000000.0,1606348800000,8439229.547708929,3918686.2858850947,2017-04-15
2538,Ekantipur,http://kathmandupost.ekantipur.com/news/2016-09-16/landslides-halt-rebuilding-works-in-north-gorkha.html,10887,1473984000000.0, ,Landslides halt rebuilding works in north Gorkha,"The post-earthquake reconstruction works in northern Gorkha have been delayed after landslides triggered by recent rainfall blocked the Manasalu foot trail.  As Chhekampar, Lapu, Kerauja, Bihi, Prok, Lho and Sama VDCs remain disconnected, people are stru","Manasalu Foot Trail, Gorkha, Nepal",25km,landslide,downpour,medium,natural_slope,0,0, , , ,GLC, ,28.471897,84.811891,Nepal,NP,Gandaki,Ku-la-ko,25.49,1499644800000.0,1606348800000,9441216.51933463,3308600.5353199877,2016-09-16
2539,The Himalayan Times,https://thehimalayantimes.com/nepal/landslide-halts-vehicular-movement-along-hetauda-kathmandu-route/,10884,1498003200000.0, ,Landslide obstructs Tribhuvan Highway along Daman-Palung Route,Landslide obstructs Daman-Palung route of Tribhuvan Highway. Following downpour.,"Daman, Narayani Zone, Nepal",10km,landslide,downpour,small,above_road,0,0, , , ,GLC, ,27.61274095,85.09556375,Nepal,NP,Narayani,Kisipidi,14.43,1499385600000.0,1606348800000,9472794.824859956,3200236.436085355,2017-06-21
2540,Greater Kashmir,http://www.greaterkashmir.com/news/pir-panjal/story/242192.html,10843,1487980800000.0,05:00,"Batote-Doda-Kishtwar Highway Closed Due to Landslides, Shooting Stones",The 110-km Kishtwar-Doda-Batote highway was closed for vehicular traffic on Saturday after landslides and shooting stones hit the road near Drabshalla of Kishtwar district. A police official said that landslides hit the highway at around 5:30 am.,"NH-1B, Kishtwar, Jammu & Kashmir, 182204",5km,rock_fall,rain,medium,above_road,0,0, ,http://www.greaterkashmir.com/cms/gall_content/2017/2/2017_2$largeimg225_Feb_2017_113700273.jpg, ,GLC, ,33.17580726,75.81055668,India,IN,Jammu and Kashmir,Shandero,4.63,1507852800000.0,1606348800000,8439192.566260891,3918662.7540962705,2017-02-25
2547,Light Nepal,http://www.lightnepal.co/2017/07/07/fear-of-landslide-haunts-bajura-villagers/,10871,1498867200000.0, ,Martadi-Kolti Road Landslides,"Multiple landslides obstruct Martadi-Kolti road, following continuous rains and river flooding","Martadi, Seti",25km,landslide,continuous_rain,small,above_road,0,0, , , ,GLC, ,29.44260809,81.58545459,Nepal,NP,Seti,Maya,20.31,1499644800000.0,1606348800000,9082051.260762593,3432101.647677516,2017-07-01
2559,The Himalayan Times,https://thehimalayantimes.com/nepal/landslides-kill-two-bhojpur-eastern-nepal/,11185,1474416000000.0, ,Landslide in Khandbari,"girl was also buried to death after being trapped between broken walls, in Khandbari Municipality of Sankhuwasabha district this morning.  Police said Muna Shrestha (6) was buried in the rubble while she was on her way to toilet.  However, the locals had","Khandbari, Nepal",5km,landslide,rain,small,natural_slope,1,0, , , ,GLC, ,27.340009,87.196504,Nepal,NP,Koshi,Dingla,6.72,1499731200000.0,1606348800000,9706670.424233649,3166015.9826396084,2016-09-21
2567,Dailyhunt,http://m.dailyhunt.in/news/india/english/u4uvoice-epaper-uvoice/landslide+at+jammu+srinagar+national+highway-newsid-66520969,10847,1492300800000.0, ,Multiple rockfalls along Batote-Doda Road,Rockfalls along road force its complete closure in both directions,"Batote-Doda Road, Doda, Jammu & Kashmir, India",10km,rock_fall,rain,small,above_road,0,0, , , ,GLC, ,33.1292173,75.44618906,India,IN,Jammu and Kashmir,Doda,9.65,1501200000000.0,1606348800000,8398631.348563572,3912467.9857574217,2017-04-16
2569,Kashmir Times,http://www.kashmirtimes.in/newsdet.aspx?q=66007,10937,1492473600000.0, ,Landslide injures five in Macchil,"Landslide injures five people, all rescued","Macchil (??), Kupwara, Jammu & Kashmir, India",5km,landslide,rain,medium,unknown,0,5, , ,Article is a stub,GLC, ,34.58916028,74.24641226,India,IN,Jammu and Kashmir,Nutnus,14.72,1501113600000.0,1606348800000,8265072.805788034,4108188.884304392,2017-04-18
2577,The Echo of India,http://echoofindia.com/guwahati-landslide-kills-2-labourers-guwahati-3-die-lightning-strikes-across-assam-125768,10974,1491350400000.0, ,Fatal landslide in Bonda,Two killed in Bonda neighborhood of Guwahati by landslide triggered by incessant rainfall. Article: The landslide triggered by heavy rainfall since one week here caused a huge chunk of earth to come down the hill and fall on the two labourers engaged by,"Bonda, Guwahati, Assam, India",5km,landslide,continuous_rain,medium,urban,2,0, , , ,GLC, ,26.16066111,91.85294885,India,IN,Assam,Pomahi,7.69,1501718400000.0,1606348800000,10225023.494176567,3018993.1552042156,2017-04-05
2611,Chandigarh Metro,https://chandigarhmetro.com/yes-landslide-chandigarh-shimla-highway-horryfying-pictures/,10859,1485388800000.0,unknown,Chandigarh-Shimla Highway Landslide Crushes Car near Jabli,"A resident of Una was travelling in his car to Chandigarh with his wife and a 2 year old child on Thursday. On the way, near Jabli in Chandigarh-Shimla highway suddenly a huge rock came down the mountains and hit the car so hard that it got crushed badly","NH-22, Kasauli Sub-District, Solan, Himachal Pradesh, 173209",1km,rock_fall,downpour,small,above_road,0,3, ,https://i1.wp.com/chandigarhmetro.com/wp-content/uploads/2017/01/landslide-chandigarh-shimla-2017.jpg?w=600&ssl=1, ,GLC, ,30.8754355,77.00009329,India,IN,Himachal Pradesh,Kalka,7.48,1508976000000.0,1606348800000,8571611.176188685,3616582.6163426433,2017-01-26
2613,My Republica,http://www.myrepublica.com/news/5922/,10876,1474156800000.0,22:00,Four of a single family killed in Baglung landslide,"Four members of a same family were buried to death by a landslide that occurred at Ringlang, Bungadobhan-4 in Baglung district on Sunday night.   A big rock had fallen along with the landslide on a house of Bhim Kumari Roka, 38, killing all four family m","Ringlang, Bungadobhan-4 in Baglung district, Nepal",10km,landslide,rain,medium, ,4,0, , , ,GLC, ,28.282927,83.583154,Nepal,NP,Dhawalagiri,Bega,17.64,1499644800000.0,1606348800000,9304434.142175771,3284691.4670592244,2016-09-18
2628,Kashmir Reader,https://kashmirreader.com/2018/05/09/girl-buried-alive-in-rajouri-landslide/,11327,1525824000000.0, ,Rajouri landslide buries girl,"A girl was buried alive after a landslide triggered by rains hit Rajouri district, police said today. Noreen Begum was working near a mountainous area when the landslide buried her alive yesterday.","Rajouri district, Jammu and Kashmir, India",10km,landslide,rain,small,unknown,1,0, , , ,GLC, ,33.37067,74.319656,India,IN,Jammu and Kashmir,Rajaori,0.96,1525996800000.0,1606348800000,8273226.261851267,3944608.193819474,2018-05-09
2638,The New Indian Express,http://www.newindianexpress.com/nation/2018/may/08/snowfall-landslide-disrupt-yatra-to-kedarnath-badrinath-shrines-for-hours-1812015.html,11317,1525737600000.0, ,Lambagad Rubble Disrupts Pilgrimage,"Pilgrims travling to Uttarakhand's Kedarnath shrine were blocked by a landslide. Rubble from a landslide triggered by rains at Lambagad about 15 km from Badrinath kept the highway enroute the shrine blocked till 4 pm, with vehicles carrying pilgrims stra","Lambagad (लम्बगद), Uttarakhand, 246443 India",1km,rock_fall,rain,medium,above_road,0,0, , , ,GLC, ,30.65160517,79.52008976,India,IN,Uttaranchal,Saraswati,10.14,1525996800000.0,1606348800000,8852135.899584655,3587585.620009889,2018-05-08
2740,Arunachal Times,http://www.arunachaltimes.in/arunachal-devastated-by-landslides-and-floods-minor-dead/,11165,1499558400000.0, ,"Landslide near Civil Secretariat, Itanagar","Landslide blocks road near Civil Secretariat, easily cleared. Following heavy rains throughout Arunachal Pradesh.","Civil Secretariat, Itanagar, Arunachal Pradesh, India",exact,landslide,continuous_rain,small,above_road,0,0, , , ,GLC, ,27.092916,93.61882043,India,IN,Arunachal Pradesh,North Lakhimpur,50.92,1499644800000.0,1606348800000,10421599.418600565,3135085.179617425,2017-07-09
2746,The Indian Express,http://indianexpress.com/article/india/jammu-srinagar-national-highway-closed-following-landslides-4563902/,10834,1489104000000.0,unknown,Jammu-Srinagar Multiple Landslides between Ramban and Banihal,"Over 5,000 people were stranded at various places on Friday as the Jammu-Srinagar national highway was closed for the last three days following landslides triggered by inclement weather. The 300 kms long road connecting state’s twin capital cities of J","Jammu-Srinagar National Highway, between Ramban and Banihal",10km,landslide,rain,unknown,above_road,0,0, , , ,GLC, ,33.370552,75.193916,India,IN,Jammu and Kashmir,Gund,7.06,1507161600000.0,1606348800000,8370548.439872192,3944592.4648932912,2017-03-10
2758,Greater Kashmir,http://www.greaterkashmir.com/news/kashmir/kashmir-highway-closed-due-to-landslides/245940.html,10852,1491609600000.0, ,Landslide blocks NH-44 at Panthiyal,Landslide on road at Panthiyal following continuous rains lasting several days,"Jammu Udhampur Road, Udhampur Sub-District, Udhampur, Jammu & Kashmir, 182121",5km,landslide,continuous_rain,small,above_road,0,0, ,http://www.greaterkashmir.com/cms/gall_content/2017/4/2017_4$largeimg208_Apr_2017_101534033.jpg, ,GLC, ,32.95544044,74.9648329,India,IN,Jammu and Kashmir,Udhampur,16.06,1501804800000.0,1606348800000,8345047.02594217,3889390.919554445,2017-04-08
2775,Dawn,https://www.dawn.com/news/1316412/passengers-stranded-as-landslide-blocks-road-in-shangla,10930,1487721600000.0,unknown,Shangla-Swat Road Landslide in Ranyal Area,"The Shangla-Swat Road was blocked owing to a huge landslide here on Wednesday. Police said that big boulders and stones rolled down from the mountains and blocked the road in Ranyal area. As a result, a large number of cars and passenger vehicles were st","Shangla-Swat Road, in Ranyal, Pakistan",1km,landslide,rain,small,above_road,0,0, ,https://i.dawn.com/large/2017/02/58ade732998cc.gif, ,GLC, ,34.89483946,72.79989006,Pakistan,PK,North-West Frontier,Shang,3.83,1507852800000.0,1606348800000,8104046.6915081395,4149599.414036631,2017-02-22
2781,The Express Tribune,https://tribune.com.pk/story/1376728/snow-rain-april-six-injured-g-b-landslides/,10936,1491436800000.0, ,Rockfall along Karakoram Highway in Diamer Valley,"Boulder from heavy rainfall-triggered rockfall in Diamer Valley hits car, none injured","Diamer Valley, Gilgit Baltistan, Pakistan",50km,rock_fall,rain,small,above_road,0,0, , , ,GLC, ,35.44377033,73.98356806,Pakistan,PK,Northern Areas,Chilas,9.2,1501804800000.0,1606348800000,8235813.123731347,4224352.490162669,2017-04-06
2792,Kuensel,http://www.kuenselonline.com/landslides-block-roads-across-the-country/,11179,1499472000000.0, ,Landslide on Phuntsholing-Thimphu road,"Landside after rains causes multiple blocks along road, cleared after a few days. Date approximated.","Phuntsholing-Thimphu road, Bhutan",50km,landslide,downpour,small,above_road,0,0, , , ,GLC, ,27.02856666,89.57220662,Bhutan,BT,Chhukha,Chhukha,12.57,1499731200000.0,1606348800000,9971132.43061357,3127041.2294591772,2017-07-08
2793,The Tribune,http://www.tribuneindia.com/news/jammu-kashmir/vehicles-stuck-at-nh-44-for-second-day-due-to-landslides/359113.html,10828,1486080000000.0,19:00,Digdol Landslide Blocks NH-44,"Hundreds of passengers were stranded between Batote and Ramban on NH44 since yesterday morning following landslides at Mehad, 4 km short of Ramban town, and at Digdol.","NH-1A, Banihal, Ramban, Jammu & Kashmir, 182148",1km,landslide,unknown,medium,above_road,0,0, ,http://images.tribuneindia.com/cms/gall_content/2017/2/2017_2$largeimg04_Saturday_2017_004633209.jpg, ,GLC, ,33.30044087,75.18163117,India,IN,Jammu and Kashmir,Gund,14.91,1508889600000.0,1606348800000,8369180.898740793,3935250.7007036344,2017-02-03
2797,Himtimes,http://himtimes.com/4-labourers-buried-rampur-landslide/,10860,1483660800000.0,unknown,Kashapat Road Landslide in Ranpur,"Four Nepali labourers working in Kashapat road in Rampur area of Shimla district, about 160 km from here, were killed in a massive landslide. The deceased were about to leave after removing the debris from the narrow road, opened on December 31, when a h","Rampur, Shimla, Himachal Pradesh, India",5km,rock_fall,construction,medium,above_road,4,0, ,https://i0.wp.com/himtimes.com/wp-content/uploads/2017/01/rampur-landslide.jpg?resize=255%2C300, ,GLC, ,31.0563269,77.13685018,India,IN,Himachal Pradesh,Simla,6.55,1510099200000.0,1606348800000,8586834.883323321,3640066.4258637144,2017-01-06
2799,The New Indian Express,http://www.newindianexpress.com/nation/2017/jan/27/fresh-avalanches-in-jammu--kashmir-toll-rises-to-20-1564077.html,10940,1485302400000.0,unknown,"Uri Sector Avalanche in Baramulla District, 60-year-old man dies",A 60-year-old man died after he came under an avalanche in Uri sector of Baramulla district. Fateh Mohammad Mughal ventured out of his home last evening when he came under an avalanche.,"Uri, Baramula, Jammu & Kashmir",1km,snow_avalanche,snowfall_snowmelt,medium,natural_slope,1,0, , , ,GLC, ,34.08452617,74.03027722,India,IN,Jammu and Kashmir,Uri,1.64,1509062400000.0,1606348800000,8241012.763526607,4040157.4806992207,2017-01-25
2801,My Republica,http://www.myrepublica.com/news/5500/,10891,1473638400000.0, ,Landslide blocks Siddhicharan highway,"Vehicular movement along Katari – Dhurmi section under the Siddhicharan highway has been obstructed in wake of landslides triggered by torrential downpour at Lekhani VDC – 2 and upper portion of the Ghurmi Bazaar.   District Police Office (DPO), Uday","Lekhani, Nepal",10km,landslide,continuous_rain, ,above_road,0,0, , , ,GLC, ,27.140584,86.398964,Nepal,NP,Sagarmatha,Sun  Kosi,11.8,1499644800000.0,1606348800000,9617888.677546378,3141046.86825518,2016-09-12
2807,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12295,, ,Landslide in Myanmar, , ,exact,landslide,unknown, , ,0,0, , ,Eifert/Medium/Poor imagery,SMMML,716,26.09494322,97.22464626,Myanmar,MM,Kachin,Lahkrakawng,21.54,1534464000000.0,1606348800000,10822998.114219354,3010844.8276216793,
2810,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12294,, ,Landslide in Myanmar, , ,exact,landslide,unknown, , ,0,0, , ,Eifert/Medium/Poor imagery,SMMML,715,26.08826568,97.21619589,Myanmar,MM,Kachin,Lahkrakawng,22.66,1534464000000.0,1606348800000,10822057.423333941,3010017.1392244883,
2812,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12293,, ,Landslide in Myanmar, , ,exact,landslide,unknown, ,above_river,0,0, , ,"Eifert/Low/Undercut by river, nothing else to confirm, obscured by trees",SMMML,714,26.07882796,97.60577684,Myanmar,MM,Kachin,Lahkrakawng,25.86,1534464000000.0,1606348800000,10865425.376310699,3008847.4040394197,
2814,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12292,, ,Landslide in Myanmar, , ,exact,landslide,unknown, ,below_road,0,0, , ,Eifert/Medium/adjusted confidence/Poor imagery,SMMML,713,26.07325038,97.70139181,Myanmar,MM,Kachin,Htingnu,28.07,1534464000000.0,1606348800000,10876069.186083317,3008156.148827031,
2816,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12291,, ,Landslide in Myanmar, , ,exact,landslide,unknown, , ,0,0, , ,Eifert/Medium/Poor imagery,SMMML,712,26.07097444,97.6990537,Myanmar,MM,Kachin,Htingnu,27.76,1534464000000.0,1606348800000,10875808.908868695,3007874.0905460576,
2819,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12290,, ,Landslide in Myanmar, , ,exact,landslide,unknown, , ,0,0, , ,Eifert/Medium/Bad Imagery,SMMML,711,26.13665439,97.20361653,Myanmar,MM,Kachin,Lahkrakawng,20.96,1534464000000.0,1606348800000,10820657.095384233,3016016.0428217407,
2820,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12289,, ,Landslide in Myanmar, , ,exact,landslide,unknown, , ,0,0, , ,Eifert/Medium/adjusted confidence/Bad Imagery,SMMML,710,26.13206709,97.20515606,Myanmar,MM,Kachin,Lahkrakawng,21.04,1534464000000.0,1606348800000,10820828.475079894,3015447.2339369403,
2821,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12288,, ,Landslide in Myanmar, , ,exact,landslide,unknown, , ,0,0, , ,Eifert/Medium/adjusted confidence/before 12/2015/Bad Imagery,SMMML,709,26.09144328,97.23225513,Myanmar,MM,Kachin,Lahkrakawng,21.19,1534464000000.0,1606348800000,10823845.129753267,3010411.0003339243,
2822,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12287,, ,Landslide in Myanmar, , ,exact,landslide,unknown, , ,0,0, , ,Eifert/Low/before 12/2015/Bad Imagery,SMMML,708,26.09743469,97.23970863,Myanmar,MM,Kachin,Lahkrakawng,20.2,1534464000000.0,1606348800000,10824674.849577896,3011153.660159333,
2823,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12286,, ,Landslide in Myanmar, , ,exact,landslide,unknown, , ,0,0, , ,Eifert/Medium/adjusted confidence/Poor imagery,SMMML,707,26.0499233,97.17963872,Myanmar,MM,Kachin,Hkada,19.96,1534464000000.0,1606348800000,10817987.897784699,3005265.4729287764,
2824,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12285,, ,Landslide in Myanmar, , ,exact,landslide,unknown, , ,0,0, , ,Eifert/Low/Poor imagery,SMMML,706,26.05263757,97.22355064,Myanmar,MM,Kachin,Layawng Ga,23.37,1534464000000.0,1606348800000,10822876.150358852,3005601.79383714,
2918,NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12076,, ,Landslide in Myanmar, , ,exact,landslide,unknown, , ,0,0, , ,"Nicolau/Medium/adjusted confidence/looks like material was displaced at the bottom, looks like a crown at the top",SMMML,497,26.16854337,97.15691693,Myanmar,MM,Kachin,Kadung Ga,18.42,1534464000000.0,1606348800000,10815458.519691989,3019970.780842782,
3274,Online Khabar,http://english.onlinekhabar.com/vehicular-movement-resumes-along-narayangadh-muglin-road.html,11529,1528156800000.0,05:00,Narayangadh-Muglin Road Landslide in Charkilo,"The two-way vehicular movement along the Narayangadh-Muglin road section, which was obstructed following a landslide at around 5:00 am on Tuesday, has resumed from 10:00 this morning. The road got blocked again during clearing operations because of the c","Narayanghat Mugling Road, Charkilo section, Chitwan",10km,landslide,continuous_rain,medium,above_road,0,0, ,http://english.onlinekhabar.com/wp-content/uploads/2016/09/Muglin-Narayangadh-Road-Block.jpg,Cannot find Charkilo. Area is based on the boundaries of Chitwan.,GLC, ,27.71748443,84.44591267,Nepal,NP,Narayani,Narayangarh,4.05,1528156800000.0,1606348800000,9400475.998331616,3213401.506449895,2018-06-05
3611,The Nation,https://nation.com.pk/03-May-2018/seven-fall-prey-to-different-incidents,11520,1525305600000.0, ,270/HR Landslide in Well Kills Two Youths,"In Bahawalnagar, two youths died after being buried under a landslide at 270/HR village, Fort Abbas. According to Rescue 1122, two youths including Irshad and Mustafa descended a 50ft deep well. A landslide occurred which closed the opening of the well.","Chak 270/H-R, Bahawalnagar, Punjab, Pakistan",1km,landslide,other,small,urban,2,0, , , ,GLC, ,29.20531191,72.8872311,Pakistan,PK,Punjab,Fort Abbas,3.6,1528070400000.0,1606348800000,8113769.451606297,3401803.6829287326,2018-05-03
3618,Times of India,https://timesofindia.indiatimes.com/city/dehradun/trees-uprooted-by-storm-rain-lead-to-traffic-jams-waterlogging-across-city/articleshow/64419666.cms,11513,1527811200000.0, ,Uttarkashi-Lambgaun-Kedarnath Route Landslide near Kuteti Devi,"The Uttarkashi-Lambgaun-Kedarnath route was blocked near Kuteti Devi temple after a heavy landslide. It was reopened in a few hours. A strong thunderstorm has hit the area on Friday, causing the landslide.","SH-15, Bhatwari, Uttarkashi, Uttarakhand, 249193",1km,landslide,downpour,small,above_road,0,0, , , ,GLC, ,30.72203108,78.44517325,India,IN,Uttaranchal,Uttarkashi,1.31,1527897600000.0,1606348800000,8732476.741268812,3596701.9608233296,2018-06-01
3654,The Times of India,https://timesofindia.indiatimes.com/india/jawan-killed-officer-injured-as-landslide-hits-army-patrol-team-in-jammu-and-kashmir/articleshow/64420362.cms,11485,1527811200000.0, ,Uri Landslide Kills Jawan and Injures Army Officer,"An Army jawan was killed and an officer injured on Friday when a patrol party was hit by a landslide near the Line of Control in Jammu and Kashmir's Uri sector, an official said. The patrol party was hit by a landslide in Uri Sector this afternoon, resul","Uri Sector, Jammu and Kashmir",1km,landslide,unknown,unknown,unknown,1,1, , , ,GLC, ,34.08327655,74.03228332,India,IN,Jammu and Kashmir,Uri,1.48,1527897600000.0,1606348800000,8241236.081891044,4039989.521052778,2018-06-01
3655,The Times of India,https://timesofindia.indiatimes.com/city/jammu/situation-worsens-for-tourists-in-jk/articleshow/64409267.cms?,11484,1527552000000.0, ,Kargu-Srinagar road Landslide in Drass,A landslide occurred on Kargil-Srinagar Road. It worsened on May 31/June 1. Around 5000 tourists passing through were stuck for the night. There are boulders and other debris on the road.,"NH-1, Kargil, Jammu & Kashmir, 194102",1km,landslide,rain,medium,above_road,0,0, , , ,GLC, ,34.43134194,75.74123394,India,IN,Jammu and Kashmir,Dras,2.78,1527897600000.0,1606348800000,8431475.594700292,4086868.813267782,2018-05-29
3656,Kashmir Patriot,http://kashmirpatriot.com/2018/05/30/sonamarg-drass-road-remain-suspended-due-to-rock-slides/,11483,1527638400000.0, ,Rockslide on Sonamarg-Drass stretch Buries Truck,"For the second consecutive day on Wednesday, traffic movement continued to remain suspended on Sonamarg-Drass stretch of Srinagar-Leh highway due to landslides.  Meanwhile an official said a truck, bearing registration number JK 13B- 4755, traveling from","NH-1, Kargil, Jammu & Kashmir, 194102",25km,rock_fall,rain,small,above_road,0,0, ,http://kashmirpatriot.com/wp-content/uploads/2018/05/33990849_10213003069891305_227171888416161792_n.jpg, ,GLC, ,34.30925879,75.53528588,India,IN,Jammu and Kashmir,Matayan,9.18,1527811200000.0,1606348800000,8408549.560529357,4070403.9048485295,2018-05-30
